日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2015/6/18,臺指選擇權,CALL,外資及陸資,25729,86961,23636,86998,2093,-37,129135,246199,71438,163981,57697,82218
2015/6/18,臺指選擇權,PUT,自營商,110486,225634,96156,216802,14330,8832,93762,561735,62005,512420,31757,49315
2015/6/18,臺指選擇權,PUT,投信,0,0,0,0,0,0,100,240,50,153,50,87
2015/6/18,臺指選擇權,PUT,外資及陸資,23638,85791,18124,78147,5514,7644,95894,1055942,35768,505282,60126,550660
2015/6/22,臺指選擇權,CALL,自營商,143235,309343,132053,266469,11182,42874,77197,224892,109723,349624,-32526,-124732
2015/6/22,臺指選擇權,CALL,投信,50,55,1,2,49,53,50,54,1,2,49,52
2015/6/22,臺指選擇權,CALL,外資及陸資,37751,133493,24985,92670,12766,40822,138230,324940,67737,199638,70493,125302
2015/6/22,臺指選擇權,PUT,自營商,142048,234404,153086,254389,-11038,-19985,101422,417152,80715,422075,20707,-4923
2015/6/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,100,98,50,96,50,2
2015/6/22,臺指選擇權,PUT,外資及陸資,34099,109578,23998,70248,10101,39330,107064,879750,36840,402787,70224,476963
2015/6/23,臺指選擇權,CALL,自營商,139694,263308,151170,261556,-11476,1752,76321,257651,120347,398966,-44026,-141315
2015/6/23,臺指選擇權,CALL,投信,0,0,49,99,-49,-99,30,35,30,71,0,-36
2015/6/23,臺指選擇權,CALL,外資及陸資,34883,100460,27475,82719,7408,17741,148898,366708,70984,218113,77914,148595
2015/6/23,臺指選擇權,PUT,自營商,144973,219536,158278,203485,-13305,16051,101208,368913,93800,374375,7408,-5462
2015/6/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,100,44,50,61,50,-17
2015/6/23,臺指選擇權,PUT,外資及陸資,22718,58365,16686,55845,6032,2520,112655,780573,36396,363763,76259,416810
2015/6/24,臺指選擇權,CALL,自營商,112031,188574,112083,183359,-52,5215,55821,186469,100213,273191,-44392,-86722
2015/6/24,臺指選擇權,CALL,投信,17,135,57,382,-40,-247,46,163,86,468,-40,-305
2015/6/24,臺指選擇權,CALL,外資及陸資,21575,73989,18557,56621,3018,17368,144376,369172,71318,216316,73058,152856
2015/6/24,臺指選擇權,PUT,自營商,111964,164688,119806,171502,-7842,-6814,78016,351649,61189,366163,16827,-14514
2015/6/24,臺指選擇權,PUT,投信,16,112,56,330,-40,-217,116,143,106,355,10,-212
2015/6/24,臺指選擇權,PUT,外資及陸資,17537,57543,14553,48820,2984,8723,112511,768858,34716,359122,77795,409736
2015/6/25,臺指選擇權,CALL,自營商,201873,443547,186142,422437,15731,21110,84345,305842,113140,414958,-28795,-109116
2015/6/25,臺指選擇權,CALL,投信,40,451,220,515,-180,-64,56,650,276,1159,-220,-509
2015/6/25,臺指選擇權,CALL,外資及陸資,42382,158045,33658,126635,8724,31410,153486,512023,71677,283026,81809,228997
2015/6/25,臺指選擇權,PUT,自營商,164948,301067,172355,334627,-7407,-33560,93238,312923,83762,372120,9476,-59197
2015/6/25,臺指選擇權,PUT,投信,40,364,40,270,0,93,156,447,146,509,10,-62
2015/6/25,臺指選擇權,PUT,外資及陸資,31961,107803,28544,94106,3417,13696,118920,676542,37701,315976,81219,360566
2015/6/26,臺指選擇權,CALL,自營商,85974,156209,95472,193421,-9498,-37212,92851,294102,131164,436665,-38313,-142563
2015/6/26,臺指選擇權,CALL,投信,0,0,0,0,0,0,56,633,276,1103,-220,-470
2015/6/26,臺指選擇權,CALL,外資及陸資,14632,43950,13203,42025,1429,1926,155367,494329,72127,271786,83240,222543
2015/6/26,臺指選擇權,PUT,自營商,84688,165437,75784,151325,8904,14112,108558,356718,90246,403067,18312,-46349
2015/6/26,臺指選擇權,PUT,投信,0,0,0,0,0,0,156,475,146,545,10,-70
2015/6/26,臺指選擇權,PUT,外資及陸資,19850,58279,14930,47586,4920,10693,124562,709509,38429,326033,86133,383476
2015/6/29,臺指選擇權,CALL,自營商,189826,312340,206679,319395,-16853,-7055,90590,186347,145788,251470,-55198,-65123
2015/6/29,臺指選擇權,CALL,投信,100,150,0,0,100,150,156,529,276,645,-120,-116
2015/6/29,臺指選擇權,CALL,外資及陸資,30090,93469,27755,83601,2335,9867,158955,347214,73387,177588,85568,169626
2015/6/29,臺指選擇權,PUT,自營商,234188,598247,239221,578893,-5033,19354,107552,649218,94440,618222,13112,30996
2015/6/29,臺指選擇權,PUT,投信,140,414,0,0,140,414,296,1296,146,1064,150,232
2015/6/29,臺指選擇權,PUT,外資及陸資,50029,197647,44773,177847,5256,19800,131007,1090189,39611,480820,91396,609369
2015/6/30,臺指選擇權,CALL,自營商,133748,214306,132549,206710,1199,7596,94500,230088,148484,297304,-53984,-67216
2015/6/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,156,638,276,759,-120,-121
2015/6/30,臺指選擇權,CALL,外資及陸資,23248,70873,23363,73353,-115,-2480,160826,391152,75381,209171,85445,181981
2015/6/30,臺指選擇權,PUT,自營商,144649,219814,150084,249481,-5435,-29667,106059,475450,98442,495055,7617,-19605
2015/6/30,臺指選擇權,PUT,投信,0,0,0,0,0,0,296,917,146,833,150,84
2015/6/30,臺指選擇權,PUT,外資及陸資,23691,69253,24136,69855,-445,-603,132055,916946,41083,413205,90972,503741
2015/7/1,臺指選擇權,CALL,自營商,203836,398923,187783,378966,16053,19957,79463,278062,110468,360134,-31005,-82072
2015/7/1,臺指選擇權,CALL,投信,0,0,30,83,-30,-83,126,771,276,967,-150,-196
2015/7/1,臺指選擇權,CALL,外資及陸資,36747,137890,34119,114998,2628,22892,157770,474391,74936,251657,82834,222734
2015/7/1,臺指選擇權,PUT,自營商,172824,242895,187533,261936,-14709,-19041,88763,352026,74787,406226,13976,-54200
2015/7/1,臺指選擇權,PUT,投信,0,0,0,0,0,0,296,681,146,649,150,32
2015/7/1,臺指選擇權,PUT,外資及陸資,27153,83980,23497,65813,3656,18167,133031,805025,39245,351630,93786,453395
2015/7/2,臺指選擇權,CALL,自營商,114983,184422,122661,234939,-7678,-50518,98092,266702,136721,387113,-38629,-120411
2015/7/2,臺指選擇權,CALL,投信,0,0,0,0,0,0,126,708,276,895,-150,-187
2015/7/2,臺指選擇權,CALL,外資及陸資,18356,74487,21571,83594,-3215,-9108,159907,465149,80275,261689,79632,203460
2015/7/2,臺指選擇權,PUT,自營商,98883,194768,87535,170942,11348,23826,110572,417141,85273,446287,25299,-29146
2015/7/2,臺指選擇權,PUT,投信,0,0,0,0,0,0,296,680,146,655,150,25
2015/7/2,臺指選擇權,PUT,外資及陸資,19319,61227,16506,65441,2813,-4214,138488,825641,41879,373916,96609,451725
2015/7/3,臺指選擇權,CALL,自營商,178529,352173,178385,345572,144,6601,106754,315052,145189,447479,-38435,-132427
2015/7/3,臺指選擇權,CALL,投信,20,31,0,0,20,31,146,821,276,951,-130,-130
2015/7/3,臺指選擇權,CALL,外資及陸資,32400,99631,28557,96125,3843,3506,164935,502523,81460,286571,83475,215952
2015/7/3,臺指選擇權,PUT,自營商,163586,352358,161215,340412,2371,11946,124781,409797,97160,439610,27621,-29813
2015/7/3,臺指選擇權,PUT,投信,0,0,0,0,0,0,296,620,146,597,150,23
2015/7/3,臺指選擇權,PUT,外資及陸資,32772,105772,25285,98005,7487,7767,146224,801217,42113,362114,104111,439103
2015/7/6,臺指選擇權,CALL,自營商,167916,290884,182295,335955,-14379,-45071,111631,221542,164519,335255,-52888,-113713
2015/7/6,臺指選擇權,CALL,投信,0,0,0,0,0,0,146,554,276,685,-130,-131
2015/7/6,臺指選擇權,CALL,外資及陸資,29704,89422,29954,95859,-250,-6437,164814,391172,81528,222555,83286,168617
2015/7/6,臺指選擇權,PUT,自營商,163378,336612,164145,328300,-767,8311,133581,564911,106854,575653,26727,-10742
2015/7/6,臺指選擇權,PUT,投信,100,259,0,0,100,259,396,1124,146,833,250,291
2015/7/6,臺指選擇權,PUT,外資及陸資,34209,119657,31420,118682,2789,976,149909,979003,43022,442181,106887,536822
2015/7/7,臺指選擇權,CALL,自營商,181929,310820,170347,273893,11582,36926,114320,242649,155594,332113,-41274,-89464
2015/7/7,臺指選擇權,CALL,投信,0,0,0,0,0,0,146,588,276,745,-130,-157
2015/7/7,臺指選擇權,CALL,外資及陸資,34229,103803,35858,112549,-1629,-8746,167016,409661,85413,242768,81603,166893
2015/7/7,臺指選擇權,PUT,自營商,179308,288650,185843,314892,-6535,-26242,134691,459988,114448,525474,20243,-65486
2015/7/7,臺指選擇權,PUT,投信,0,0,0,0,0,0,396,799,146,673,250,126
2015/7/7,臺指選擇權,PUT,外資及陸資,34851,106509,35047,108518,-196,-2009,151807,862837,45116,402296,106691,460541
2015/7/8,臺指選擇權,CALL,自營商,366898,441230,473940,552366,-107042,-111136,77497,107412,182688,220024,-105191,-112612
2015/7/8,臺指選擇權,CALL,投信,4,36,4,14,0,22,150,270,280,319,-130,-49
2015/7/8,臺指選擇權,CALL,外資及陸資,60028,184745,56712,150115,3316,34629,174044,295343,91784,146103,82260,149240
2015/7/8,臺指選擇權,PUT,自營商,378827,1066785,383647,1089013,-4820,-22229,101685,815221,90514,884903,11171,-69682
2015/7/8,臺指選擇權,PUT,投信,204,456,114,953,90,-497,500,2359,160,1727,340,632
2015/7/8,臺指選擇權,PUT,外資及陸資,102800,478474,88450,463270,14350,15204,162949,1681257,45812,735212,117137,946045
2015/7/9,臺指選擇權,CALL,自營商,283278,535280,301720,573101,-18442,-37821,98743,148727,222324,281500,-123581,-132773
2015/7/9,臺指選擇權,CALL,投信,0,0,0,0,0,0,150,218,280,249,-130,-31
2015/7/9,臺指選擇權,CALL,外資及陸資,62897,210679,58212,186511,4685,24168,187806,313201,101099,160773,86707,152428
2015/7/9,臺指選擇權,PUT,自營商,307505,903250,313467,1058470,-5962,-155220,117950,937382,113160,1089959,4790,-152577
2015/7/9,臺指選擇權,PUT,投信,0,0,240,1616,-240,-1616,400,2265,300,2808,100,-543
2015/7/9,臺指選擇權,PUT,外資及陸資,86829,385689,90650,463424,-3821,-77735,164789,1912654,51212,852287,113577,1060367
2015/7/13,臺指選擇權,CALL,自營商,217746,393325,220278,385502,-2532,7823,97514,165102,223680,324156,-126166,-159054
2015/7/13,臺指選擇權,CALL,投信,0,0,0,0,0,0,150,252,280,278,-130,-26
2015/7/13,臺指選擇權,CALL,外資及陸資,49359,151774,47840,149046,1519,2727,193885,368991,105642,203661,88243,165330
2015/7/13,臺指選擇權,PUT,自營商,207191,353741,206415,327392,776,26350,123997,643451,118500,778186,5497,-134735
2015/7/13,臺指選擇權,PUT,投信,0,0,0,0,0,0,400,1160,300,1825,100,-665
2015/7/13,臺指選擇權,PUT,外資及陸資,39290,130171,35514,121427,3776,8743,169866,1447724,52538,680792,117328,766932
2015/7/14,臺指選擇權,CALL,自營商,203137,316413,203086,327779,51,-11365,102535,155550,228521,274252,-125986,-118702
2015/7/14,臺指選擇權,CALL,投信,0,0,0,0,0,0,150,200,280,204,-130,-4
2015/7/14,臺指選擇權,CALL,外資及陸資,37622,124134,38182,122590,-560,1544,200346,340297,112573,185845,87773,154452
2015/7/14,臺指選擇權,PUT,自營商,169792,284134,175414,280513,-5622,3621,124862,638540,124942,771712,-80,-133172
2015/7/14,臺指選擇權,PUT,投信,0,0,0,0,0,0,400,1091,300,1748,100,-657
2015/7/14,臺指選擇權,PUT,外資及陸資,27414,103502,30340,106214,-2926,-2712,169365,1430354,54989,682446,114376,747908
2015/7/15,臺指選擇權,CALL,自營商,225224,379245,230576,362403,-5352,16842,46753,124286,74139,234985,-27386,-110699
2015/7/15,臺指選擇權,CALL,投信,0,0,40,118,-40,-118,60,229,280,362,-220,-133
2015/7/15,臺指選擇權,CALL,外資及陸資,36898,105914,32925,99985,3973,5928,134329,326700,66749,162682,67580,164018
2015/7/15,臺指選擇權,PUT,自營商,213480,380938,229808,409215,-16328,-28277,64019,372222,47159,397675,16860,-25453
2015/7/15,臺指選擇權,PUT,投信,0,0,40,140,-40,-140,60,944,300,1357,-240,-413
2015/7/15,臺指選擇權,PUT,外資及陸資,29708,122882,28806,105715,902,17167,104186,914386,40842,450225,63344,464161
2015/7/16,臺指選擇權,CALL,自營商,134154,245545,127166,243724,6988,1822,64072,144320,84491,257668,-20419,-113348
2015/7/16,臺指選擇權,CALL,投信,250,615,150,660,100,-45,210,816,330,968,-120,-152
2015/7/16,臺指選擇權,CALL,外資及陸資,31569,101090,28295,94231,3274,6859,138111,338416,67276,167674,70835,170742
2015/7/16,臺指選擇權,PUT,自營商,121599,240305,111943,228145,9656,12161,85047,364398,58570,382012,26477,-17614
2015/7/16,臺指選擇權,PUT,投信,200,229,0,0,200,229,210,1042,250,1115,-40,-73
2015/7/16,臺指選擇權,PUT,外資及陸資,27433,87563,24375,84637,3058,2926,109758,854568,43301,426127,66457,428441
2015/7/17,臺指選擇權,CALL,自營商,109015,191819,109319,215043,-304,-23224,77784,154478,98533,285299,-20749,-130821
2015/7/17,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,774,330,939,-120,-165
2015/7/17,臺指選擇權,CALL,外資及陸資,23482,69195,25809,79359,-2327,-10164,139712,329280,71199,173641,68513,155639
2015/7/17,臺指選擇權,PUT,自營商,97107,193796,97365,212579,-258,-18783,94879,372279,68751,406768,26128,-34489
2015/7/17,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,1039,250,1114,-40,-75
2015/7/17,臺指選擇權,PUT,外資及陸資,26873,75872,24750,86559,2123,-10687,114168,856802,45569,434671,68599,422131
2015/7/20,臺指選擇權,CALL,自營商,217309,448011,225943,424718,-8634,23292,87508,153976,116929,237627,-29421,-83651
2015/7/20,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,564,330,717,-120,-153
2015/7/20,臺指選擇權,CALL,外資及陸資,41074,134959,37249,121656,3825,13303,142984,280464,70617,139014,72367,141450
2015/7/20,臺指選擇權,PUT,自營商,207140,467448,211112,445556,-3972,21892,102848,481356,80698,501609,22150,-20253
2015/7/20,臺指選擇權,PUT,投信,0,0,100,1575,-100,-1575,210,1208,350,2968,-140,-1760
2015/7/20,臺指選擇權,PUT,外資及陸資,37556,126405,34921,119556,2635,6848,116986,942972,45740,474627,71246,468345
2015/7/21,臺指選擇權,CALL,自營商,160747,251815,161047,247197,-300,4619,93008,218464,122660,319223,-29652,-100759
2015/7/21,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,775,330,929,-120,-154
2015/7/21,臺指選擇權,CALL,外資及陸資,27537,74206,23912,72526,3625,1680,144572,338316,68593,167357,75979,170959
2015/7/21,臺指選擇權,PUT,自營商,143729,251227,146214,250771,-2485,456,107358,380956,87754,397888,19604,-16932
2015/7/21,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,926,350,2389,-140,-1463
2015/7/21,臺指選擇權,PUT,外資及陸資,28227,85374,25774,78271,2453,7103,119322,802407,45628,400842,73694,401565
2015/7/22,臺指選擇權,CALL,自營商,223304,333778,253215,342292,-29911,-8514,59018,139888,99757,206898,-40739,-67010
2015/7/22,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,427,330,559,-120,-132
2015/7/22,臺指選擇權,CALL,外資及陸資,30321,85439,30798,86854,-477,-1415,139953,249032,71845,124573,68108,124459
2015/7/22,臺指選擇權,PUT,自營商,220484,441618,221287,427925,-803,13693,89960,475737,68043,496088,21917,-20351
2015/7/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,1296,350,3155,-140,-1859
2015/7/22,臺指選擇權,PUT,外資及陸資,39534,126249,36707,130179,2827,-3930,120107,990192,45826,496425,74281,493767
2015/7/23,臺指選擇權,CALL,自營商,224558,400178,243088,433332,-18530,-33154,82568,154253,141831,234760,-59263,-80507
2015/7/23,臺指選擇權,CALL,投信,0,0,50,3,-50,-3,210,289,380,432,-170,-143
2015/7/23,臺指選擇權,CALL,外資及陸資,43520,131867,46078,135862,-2558,-3995,146436,224820,80956,124206,65480,100614
2015/7/23,臺指選擇權,PUT,自營商,218617,580225,202210,567866,16407,12359,118728,566179,80370,570350,38358,-4171
2015/7/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,1453,350,3479,-140,-2026
2015/7/23,臺指選擇權,PUT,外資及陸資,55799,216886,47663,193790,8136,23096,129958,1098959,47408,543826,82550,555133
2015/7/24,臺指選擇權,CALL,自營商,134023,217351,144640,236487,-10617,-19135,88459,125458,158358,187995,-69899,-62537
2015/7/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,178,380,298,-170,-120
2015/7/24,臺指選擇權,CALL,外資及陸資,22761,68104,22264,66002,497,2102,149536,186635,83556,99521,65980,87114
2015/7/24,臺指選擇權,PUT,自營商,125684,312667,130193,335632,-4509,-22965,123517,655096,89790,670218,33727,-15122
2015/7/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,1685,350,3968,-140,-2283
2015/7/24,臺指選擇權,PUT,外資及陸資,32978,114631,27349,116188,5629,-1556,137110,1230267,48939,612767,88171,617500
2015/7/27,臺指選擇權,CALL,自營商,249468,390486,290048,411190,-40580,-20704,95017,103658,205540,139230,-110523,-35572
2015/7/27,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,79,380,171,-170,-92
2015/7/27,臺指選擇權,CALL,外資及陸資,38048,107347,41124,109344,-3076,-1997,153492,135431,90363,73882,63129,61549
2015/7/27,臺指選擇權,PUT,自營商,227546,578980,237411,663234,-9865,-84253,137075,959357,113222,1020540,23853,-61183
2015/7/27,臺指選擇權,PUT,投信,100,238,0,0,100,238,310,2824,350,5477,-40,-2653
2015/7/27,臺指選擇權,PUT,外資及陸資,53375,207152,47962,206721,5413,431,145142,1655134,51535,816799,93607,838335
2015/7/28,臺指選擇權,CALL,自營商,183922,268956,195541,297096,-11619,-28140,107098,116097,229395,178911,-122297,-62814
2015/7/28,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,65,380,162,-170,-97
2015/7/28,臺指選擇權,CALL,外資及陸資,39223,112721,37634,99441,1589,13281,158005,162589,93279,85215,64726,77374
2015/7/28,臺指選擇權,PUT,自營商,189999,357476,196800,396562,-6801,-39086,140560,893442,123241,994441,17319,-100999
2015/7/28,臺指選擇權,PUT,投信,0,0,100,323,-100,-323,210,2329,350,5257,-140,-2928
2015/7/28,臺指選擇權,PUT,外資及陸資,45523,155611,36049,127596,9474,28015,156114,1642237,53096,805053,103018,837184
2015/7/29,臺指選擇權,CALL,自營商,251660,363553,275421,385384,-23761,-21831,75421,124190,170374,182014,-94953,-57824
2015/7/29,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,49,380,130,-170,-81
2015/7/29,臺指選擇權,CALL,外資及陸資,39205,108484,40326,108151,-1121,333,159200,157113,96143,87538,63057,69575
2015/7/29,臺指選擇權,PUT,自營商,261025,638572,275118,590200,-14093,48373,111697,831629,97692,919359,14005,-87730
2015/7/29,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,2627,350,5821,-140,-3194
2015/7/29,臺指選擇權,PUT,外資及陸資,42527,161749,41864,166546,663,-4797,152648,1764573,52233,867519,100415,897054
2015/7/30,臺指選擇權,CALL,自營商,193634,421481,169827,377091,23807,44389,91997,185390,163259,235399,-71262,-50009
2015/7/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,210,60,380,157,-170,-97
2015/7/30,臺指選擇權,CALL,外資及陸資,44986,149197,33244,116119,11742,33079,169404,221478,94606,106218,74798,115260
2015/7/30,臺指選擇權,PUT,自營商,174156,384666,183313,406635,-9157,-21969,114689,590201,109807,708231,4882,-118030
2015/7/30,臺指選擇權,PUT,投信,0,0,0,0,0,0,210,1922,350,4465,-140,-2543
2015/7/30,臺指選擇權,PUT,外資及陸資,33207,132633,28609,101101,4598,31531,157936,1406528,52937,692810,104999,713718
2015/7/31,臺指選擇權,CALL,自營商,127716,216332,136928,252001,-9212,-35669,93937,169090,174663,241976,-80726,-72886
2015/7/31,臺指選擇權,CALL,投信,400,1537,0,0,400,1537,610,1941,380,127,230,1814
2015/7/31,臺指選擇權,CALL,外資及陸資,26992,78792,28304,82536,-1312,-3743,169443,197565,95956,98822,73487,98743
2015/7/31,臺指選擇權,PUT,自營商,130847,269421,125004,268224,5843,1198,125225,637912,114514,753044,10711,-115132
