日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2016/8/4,臺指選擇權,CALL,投信,250,52,250,52,0,0,1895,834,1910,834,-15,0
2016/8/4,臺指選擇權,CALL,外資及陸資,33817,107445,32839,115147,978,-7701,84455,794280,78736,593405,5719,200875
2016/8/4,臺指選擇權,PUT,自營商,109964,181609,84997,162006,24967,19603,138601,204232,108785,186516,29816,17716
2016/8/4,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/4,臺指選擇權,PUT,外資及陸資,33314,92672,28114,96770,5200,-4098,115073,155435,68143,158535,46930,-3100
2016/8/5,臺指選擇權,CALL,自營商,124326,292781,112521,252613,11805,40168,123551,645107,127214,652122,-3663,-7015
2016/8/5,臺指選擇權,CALL,投信,0,0,0,0,0,0,1895,1218,1910,1218,-15,0
2016/8/5,臺指選擇權,CALL,外資及陸資,42477,145305,39759,147883,2718,-2578,86911,934952,78420,727326,8491,207626
2016/8/5,臺指選擇權,PUT,自營商,115639,182649,131194,197646,-15555,-14997,134724,143877,120529,138753,14195,5124
2016/8/5,臺指選擇權,PUT,投信,400,2590,0,0,400,2590,400,2260,0,0,400,2260
2016/8/5,臺指選擇權,PUT,外資及陸資,39968,95149,33829,85634,6139,9514,119928,125623,66870,109664,53058,15959
2016/8/8,臺指選擇權,CALL,自營商,107453,211507,115553,248181,-8100,-36674,127054,711035,138813,759555,-11759,-48520
2016/8/8,臺指選擇權,CALL,投信,0,0,0,0,0,0,1895,1314,1910,1314,-15,0
2016/8/8,臺指選擇權,CALL,外資及陸資,39652,121558,38695,128970,957,-7411,87404,1006645,78020,798569,9384,208076
2016/8/8,臺指選擇權,PUT,自營商,132789,218104,125639,166745,7150,51359,147761,142897,126305,95599,21456,47298
2016/8/8,臺指選擇權,PUT,投信,0,0,0,0,0,0,400,1500,0,0,400,1500
2016/8/8,臺指選擇權,PUT,外資及陸資,45610,97918,35757,87002,9853,10916,126516,106505,63542,82993,62974,23512
2016/8/9,臺指選擇權,CALL,自營商,97054,176885,90517,176330,6537,555,137531,689703,142751,721969,-5220,-32266
2016/8/9,臺指選擇權,CALL,投信,0,0,0,0,0,0,1895,1082,1910,1082,-15,0
2016/8/9,臺指選擇權,CALL,外資及陸資,28616,87018,27657,92235,959,-5217,87858,986433,77504,777752,10354,208681
2016/8/9,臺指選擇權,PUT,自營商,95923,117459,106002,127709,-10079,-10250,151690,145864,140355,114324,11335,31540
2016/8/9,臺指選擇權,PUT,投信,0,0,0,0,0,0,400,1300,0,0,400,1300
2016/8/9,臺指選擇權,PUT,外資及陸資,32104,62305,27621,61912,4483,393,130726,104205,63284,81240,67442,22965
2016/8/10,臺指選擇權,CALL,自營商,146278,286714,148835,293362,-2557,-6648,94088,664702,118613,715646,-24525,-50944
2016/8/10,臺指選擇權,CALL,投信,100,1,100,1,0,0,1995,1226,2010,1226,-15,0
2016/8/10,臺指選擇權,CALL,外資及陸資,44652,155497,41150,136816,3502,18681,83772,1059799,73690,828750,10082,231049
2016/8/10,臺指選擇權,PUT,自營商,144324,196460,149341,157740,-5017,38721,122773,137304,106603,75604,16170,61700
2016/8/10,臺指選擇權,PUT,投信,0,0,0,0,0,0,400,890,0,0,400,890
2016/8/10,臺指選擇權,PUT,外資及陸資,40488,74437,30654,69918,9834,4519,134130,93002,63627,69694,70503,23308
2016/8/11,臺指選擇權,CALL,自營商,135750,204278,157437,297221,-21687,-92943,106062,553498,152290,655993,-46228,-102495
2016/8/11,臺指選擇權,CALL,投信,200,450,0,0,200,450,2195,1418,2010,858,185,560
2016/8/11,臺指選擇權,CALL,外資及陸資,49740,142676,55899,172224,-6159,-29548,84226,934505,80268,724696,3958,209809
2016/8/11,臺指選擇權,PUT,自營商,145354,261403,126230,219306,19124,42097,150920,226509,115702,96360,35218,130149
2016/8/11,臺指選擇權,PUT,投信,0,0,400,894,-400,-894,0,0,0,0,0,0
2016/8/11,臺指選擇權,PUT,外資及陸資,69221,162670,51921,164697,17300,-2027,154928,128460,67160,100255,87768,28205
2016/8/12,臺指選擇權,CALL,自營商,94198,201091,66473,138110,27725,62981,120912,622873,139389,686394,-18477,-63521
2016/8/12,臺指選擇權,CALL,投信,0,0,0,0,0,0,2195,1538,2010,859,185,679
2016/8/12,臺指選擇權,CALL,外資及陸資,35855,123802,29918,106360,5937,17442,87908,1013440,78005,789399,9903,224041
2016/8/12,臺指選擇權,PUT,自營商,82228,119303,92805,134651,-10577,-15347,152508,159830,127788,91442,24720,68388
2016/8/12,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/12,臺指選擇權,PUT,外資及陸資,28686,67056,25239,67621,3447,-564,160158,106438,68898,90506,91260,15932
2016/8/15,臺指選擇權,CALL,自營商,80570,140457,83524,163911,-2954,-23454,124184,598151,145606,669793,-21422,-71642
2016/8/15,臺指選擇權,CALL,投信,0,0,0,0,0,0,2195,1408,2010,838,185,570
2016/8/15,臺指選擇權,CALL,外資及陸資,30474,88134,31674,90594,-1200,-2459,87543,1008673,78866,776559,8677,232114
2016/8/15,臺指選擇權,PUT,自營商,83928,122455,73885,107559,10043,14897,165826,164396,131058,94172,34768,70224
2016/8/15,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/15,臺指選擇權,PUT,外資及陸資,30263,61909,26880,67654,3383,-5746,166376,99740,71702,92158,94674,7582
2016/8/16,臺指選擇權,CALL,自營商,144922,199781,145171,203997,-249,-4216,122887,513788,144530,534245,-21643,-20457
2016/8/16,臺指選擇權,CALL,投信,0,0,0,0,0,0,2195,776,2010,562,185,214
2016/8/16,臺指選擇權,CALL,外資及陸資,57520,336958,53418,348818,4102,-11860,89876,898598,77096,671310,12780,227288
2016/8/16,臺指選擇權,PUT,自營商,124609,189697,117143,192969,7466,-3272,171242,197175,129002,118966,42240,78209
2016/8/16,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/16,臺指選擇權,PUT,外資及陸資,47847,123294,47788,132373,59,-9079,168814,121444,74084,125087,94730,-3643
2016/8/17,臺指選擇權,CALL,自營商,169555,313820,173801,281190,-4246,32630,60936,324345,46918,312437,14018,11908
2016/8/17,臺指選擇權,CALL,投信,700,1846,700,1845,0,2,2350,2417,2350,2417,0,0
2016/8/17,臺指選擇權,CALL,外資及陸資,38454,88564,34425,96491,4029,-7928,64882,693378,43692,459826,21190,233552
2016/8/17,臺指選擇權,PUT,自營商,117686,179719,134069,186011,-16383,-6291,51830,107313,44291,94008,7539,13305
2016/8/17,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/17,臺指選擇權,PUT,外資及陸資,31314,69084,27212,73578,4102,-4494,80238,114297,45276,131342,34962,-17045
2016/8/18,臺指選擇權,CALL,自營商,81232,325258,72271,359110,8961,-33853,83032,513159,60157,540485,22875,-27326
2016/8/18,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2393,2350,2393,0,0
2016/8/18,臺指選擇權,CALL,外資及陸資,29763,118885,26652,100010,3111,18875,68631,748620,44338,487395,24293,261225
2016/8/18,臺指選擇權,PUT,自營商,92922,182625,75451,167703,17471,14923,82523,159148,57545,134331,24978,24817
2016/8/18,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/18,臺指選擇權,PUT,外資及陸資,37057,84623,28473,94039,8584,-9416,94298,116421,50709,138391,43589,-21970
2016/8/19,臺指選擇權,CALL,自營商,151791,313546,162415,321903,-10624,-8357,88253,460689,76002,465660,12251,-4971
2016/8/19,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1684,2350,1684,0,0
2016/8/19,臺指選擇權,CALL,外資及陸資,49004,160120,50118,165703,-1114,-5584,69006,634797,45813,408845,23193,225952
2016/8/19,臺指選擇權,PUT,自營商,153197,322097,148783,283476,4414,38622,99418,294357,70062,201072,29356,93285
2016/8/19,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/19,臺指選擇權,PUT,外資及陸資,54402,149635,48896,157348,5506,-7713,102454,157878,53343,196561,49111,-38683
2016/8/22,臺指選擇權,CALL,自營商,147820,263382,164100,222203,-16280,41180,97360,461927,101427,424779,-4067,37148
2016/8/22,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1337,2350,1337,0,0
2016/8/22,臺指選擇權,CALL,外資及陸資,42397,108232,42879,116927,-482,-8696,72523,570744,49753,369813,22770,200931
2016/8/22,臺指選擇權,PUT,自營商,136532,333259,139063,304994,-2531,28265,110805,386001,83985,249039,26820,136962
2016/8/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/22,臺指選擇權,PUT,外資及陸資,59208,187978,53170,195663,6038,-7686,110674,180465,55569,233408,55105,-52943
2016/8/23,臺指選擇權,CALL,自營商,121967,170472,103887,178851,18080,-8379,103746,563731,89749,501428,13997,62303
2016/8/23,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1653,2350,1653,0,0
2016/8/23,臺指選擇權,CALL,外資及陸資,37484,100927,32514,97262,4970,3665,76284,672094,48538,441339,27746,230755
2016/8/23,臺指選擇權,PUT,自營商,106551,133017,127609,184809,-21058,-51792,99523,239084,93884,192732,5639,46352
2016/8/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/23,臺指選擇權,PUT,外資及陸資,30120,75599,31307,86424,-1187,-10825,110682,131186,56778,181104,53904,-49918
2016/8/24,臺指選擇權,CALL,自營商,114608,163461,135710,205392,-21102,-41931,73374,497685,61663,464350,11711,33335
2016/8/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1596,2350,1596,0,0
2016/8/24,臺指選擇權,CALL,外資及陸資,30089,71513,27992,74818,2097,-3305,75673,637275,46691,418482,28982,218793
2016/8/24,臺指選擇權,PUT,自營商,125718,218249,125355,181865,363,36384,79829,252443,73440,189928,6389,62515
2016/8/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/24,臺指選擇權,PUT,外資及陸資,34366,80349,31577,79543,2789,806,103397,146241,57053,197997,46344,-51756
2016/8/25,臺指選擇權,CALL,自營商,122210,268311,105935,241868,16275,26443,92279,660133,64281,564933,27998,95200
2016/8/25,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2220,2350,2220,0,0
2016/8/25,臺指選擇權,CALL,外資及陸資,46163,142155,31783,119245,14380,22909,91641,809616,48230,529651,43411,279965
2016/8/25,臺指選擇權,PUT,自營商,132760,200608,144607,230550,-11847,-29942,82187,183903,87665,155475,-5478,28428
2016/8/25,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/8/25,臺指選擇權,PUT,外資及陸資,47043,95890,34394,95906,12649,-15,118685,116138,59726,144691,58959,-28553
2016/8/26,臺指選擇權,CALL,自營商,85102,158212,96324,204375,-11222,-46163,97762,669244,81075,619573,16687,49671
2016/8/26,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2354,2350,2354,0,0
2016/8/26,臺指選擇權,CALL,外資及陸資,25915,92267,30408,100493,-4493,-8226,90717,827731,51806,549817,38911,277914
2016/8/26,臺指選擇權,PUT,自營商,99734,147169,100908,156533,-1174,-9364,96073,195140,102815,173699,-6742,21441
2016/8/26,臺指選擇權,PUT,投信,48,85,0,0,48,85,48,83,0,0,48,83
2016/8/26,臺指選擇權,PUT,外資及陸資,26269,70570,25079,64801,1190,5769,120902,121229,60693,142841,60209,-21612
2016/8/29,臺指選擇權,CALL,自營商,143614,296899,149591,303712,-5977,-6813,106564,656000,95710,618474,10854,37526
2016/8/29,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2046,2350,2046,0,0
2016/8/29,臺指選擇權,CALL,外資及陸資,47320,130836,46584,141929,736,-11094,93339,759429,53728,508639,39611,250790
2016/8/29,臺指選擇權,PUT,自營商,156641,321698,136333,246776,20308,74922,113324,251385,99782,174194,13542,77191
2016/8/29,臺指選擇權,PUT,投信,8,22,56,111,-48,-89,0,0,0,0,0,0
2016/8/29,臺指選擇權,PUT,外資及陸資,57879,156749,47356,144366,10523,12383,131344,137688,60595,154964,70749,-17276
2016/8/30,臺指選擇權,CALL,自營商,110932,196207,101686,191799,9246,4408,114454,646520,94389,594516,20065,52004
2016/8/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1962,2350,1962,0,0
2016/8/30,臺指選擇權,CALL,外資及陸資,32684,93215,33043,97615,-359,-4400,95858,751946,56554,509260,39304,242686
2016/8/30,臺指選擇權,PUT,自營商,107319,174090,120087,185468,-12768,-11378,110583,264058,109843,207150,740,56908
2016/8/30,臺指選擇權,PUT,投信,56,105,0,0,56,105,56,106,0,0,56,106
2016/8/30,臺指選擇權,PUT,外資及陸資,32866,88543,31911,81712,955,6831,132492,141186,60881,154947,71611,-13761
2016/8/31,臺指選擇權,CALL,自營商,177061,275341,193548,322421,-16487,-47080,74650,550448,77736,543195,-3086,7253
2016/8/31,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1596,2350,1596,0,0
2016/8/31,臺指選擇權,CALL,外資及陸資,40772,103247,41643,122281,-871,-19034,92566,663527,56783,457190,35783,206337
2016/8/31,臺指選擇權,PUT,自營商,181978,316819,187578,298801,-5600,18018,85339,291332,84027,245407,1312,45925
2016/8/31,臺指選擇權,PUT,投信,0,0,56,104,-56,-104,9,23,9,23,0,0
2016/8/31,臺指選擇權,PUT,外資及陸資,42268,100894,41294,102758,974,-1864,121251,174200,62074,197358,59177,-23158
2016/9/1,臺指選擇權,CALL,自營商,123434,190123,122106,218701,1328,-28578,89368,503699,91187,519464,-1819,-15765
2016/9/1,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1394,2350,1394,0,0
2016/9/1,臺指選擇權,CALL,外資及陸資,37922,104803,36168,105045,1754,-242,95601,617860,58040,420870,37561,196990
2016/9/1,臺指選擇權,PUT,自營商,135212,257667,114252,235096,20960,22570,114886,338124,92566,269472,22320,68652
2016/9/1,臺指選擇權,PUT,投信,0,0,0,0,0,0,9,26,9,26,0,0
2016/9/1,臺指選擇權,PUT,外資及陸資,51338,130389,35810,125584,15528,4805,137826,196104,63096,219918,74730,-23814
2016/9/2,臺指選擇權,CALL,自營商,83671,136521,81685,128008,1986,8514,92934,495119,92732,501199,202,-6080
2016/9/2,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1327,2350,1327,0,0
2016/9/2,臺指選擇權,CALL,外資及陸資,26829,77519,26224,77621,605,-102,97455,606717,59281,410460,38174,196257
2016/9/2,臺指選擇權,PUT,自營商,88188,140758,83525,155216,4663,-14457,127088,347234,100148,294618,26940,52616
2016/9/2,臺指選擇權,PUT,投信,0,0,0,0,0,0,9,27,9,27,0,0
2016/9/2,臺指選擇權,PUT,外資及陸資,28608,82437,26401,83478,2207,-1042,140600,201642,63693,227248,76907,-25606
2016/9/5,臺指選擇權,CALL,自營商,107381,220378,83139,159410,24242,60968,105782,665604,81053,611791,24729,53813
2016/9/5,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1816,2350,1816,0,0
2016/9/5,臺指選擇權,CALL,外資及陸資,32847,109298,29439,103985,3408,5314,100734,763665,59082,533030,41652,230635
2016/9/5,臺指選擇權,PUT,自營商,103846,139043,142492,194261,-38646,-55218,121987,207473,133906,219185,-11919,-11712
2016/9/5,臺指選擇權,PUT,投信,35,40,0,0,35,40,35,40,0,0,35,40
2016/9/5,臺指選擇權,PUT,外資及陸資,29774,66832,29420,71499,354,-4667,142016,122464,64823,135753,77193,-13289
2016/9/6,臺指選擇權,CALL,自營商,105759,215420,100910,222399,4849,-6979,106844,804991,77342,726335,29502,78656
2016/9/6,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2422,2350,2422,0,0
2016/9/6,臺指選擇權,CALL,外資及陸資,36482,126680,37105,124786,-623,1894,102282,916390,61257,651976,41025,264414
2016/9/6,臺指選擇權,PUT,自營商,133910,156480,153661,153309,-19751,3171,125142,169751,156883,160382,-31741,9369
2016/9/6,臺指選擇權,PUT,投信,88,92,35,37,53,56,88,99,0,0,88,99
2016/9/6,臺指選擇權,PUT,外資及陸資,35748,70297,30354,70870,5394,-573,147986,98950,65322,100770,82664,-1820
2016/9/7,臺指選擇權,CALL,自營商,190995,482301,189239,421422,1756,60879,83126,897968,59115,729295,24011,168673
2016/9/7,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,3255,2350,3255,0,0
2016/9/7,臺指選擇權,CALL,外資及陸資,58917,208291,60618,223173,-1701,-14883,101440,1089689,64811,811406,36629,278283
2016/9/7,臺指選擇權,PUT,自營商,180465,189331,234315,222704,-53850,-33373,89830,134820,119481,140754,-29651,-5934
2016/9/7,臺指選擇權,PUT,投信,108,188,88,88,20,100,108,178,0,0,108,178
2016/9/7,臺指選擇權,PUT,外資及陸資,44640,76548,33158,57195,11482,19353,150752,98002,64770,74255,85982,23747
2016/9/8,臺指選擇權,CALL,自營商,67657,125923,74701,178324,-7044,-52401,91406,858759,74509,752181,16897,106578
2016/9/8,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,3100,2350,3100,0,0
2016/9/8,臺指選擇權,CALL,外資及陸資,20720,78344,21891,84739,-1171,-6395,103512,1058761,68084,791056,35428,267705
2016/9/8,臺指選擇權,PUT,自營商,93103,121068,85678,113609,7425,7459,105868,154536,128101,148103,-22233,6433
2016/9/8,臺指選擇權,PUT,投信,45,76,108,182,-63,-105,45,75,0,0,45,75
2016/9/8,臺指選擇權,PUT,外資及陸資,26711,54234,18830,52978,7881,1256,159751,102461,65856,78157,93895,24304
2016/9/9,臺指選擇權,CALL,自營商,131279,199072,151199,269698,-19920,-70626,97374,664705,100398,656457,-3024,8248
2016/9/9,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,2007,2350,2007,0,0
2016/9/9,臺指選擇權,CALL,外資及陸資,32475,101668,31121,102342,1354,-674,105470,851022,68660,611798,36810,239224
2016/9/9,臺指選擇權,PUT,自營商,139244,253375,111857,194489,27387,58886,128389,265271,123183,201674,5206,63597
2016/9/9,臺指選擇權,PUT,投信,10,17,45,108,-35,-91,10,17,0,0,10,17
2016/9/9,臺指選擇權,PUT,外資及陸資,35444,111955,33208,105958,2236,5997,163568,146001,67371,111256,96197,34745
2016/9/10,臺指選擇權,CALL,自營商,125830,206593,161761,205444,-35931,1149,102422,533997,141377,530247,-38955,3750
2016/9/10,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1411,2350,1411,0,0
2016/9/10,臺指選擇權,CALL,外資及陸資,11717,33242,11061,25933,656,7310,106366,638839,68993,421127,37373,217712
2016/9/10,臺指選擇權,PUT,自營商,164972,457957,172415,477977,-7443,-20021,136296,551304,138553,441295,-2257,110009
2016/9/10,臺指選擇權,PUT,投信,0,0,10,60,-10,-60,0,0,0,0,0,0
2016/9/10,臺指選擇權,PUT,外資及陸資,26081,98052,19483,87412,6598,10640,171204,326264,68422,241798,102782,84466
2016/9/12,臺指選擇權,CALL,自營商,147285,197244,169859,211443,-22574,-14199,107144,491078,168673,496888,-61529,-5810
2016/9/12,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1291,2350,1291,0,0
2016/9/12,臺指選擇權,CALL,外資及陸資,39644,75659,32129,74640,7515,1019,111940,589712,67052,381396,44888,208316
2016/9/12,臺指選擇權,PUT,自營商,177329,408893,180193,397154,-2864,11739,139037,694585,144158,530994,-5121,163591
2016/9/12,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/9/12,臺指選擇權,PUT,外資及陸資,60318,197548,48109,203095,12209,-5547,184530,417353,69539,304212,114991,113141
2016/9/13,臺指選擇權,CALL,自營商,208329,242933,226661,266922,-18332,-23989,112412,489688,192286,506843,-79874,-17155
2016/9/13,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1258,2350,1258,0,0
2016/9/13,臺指選擇權,CALL,外資及陸資,60870,131174,57012,127161,3858,4013,118429,596825,69580,380900,48849,215925
2016/9/13,臺指選擇權,PUT,自營商,214340,388649,212659,414576,1681,-25927,145863,612555,149382,476166,-3519,136389
2016/9/13,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/9/13,臺指選擇權,PUT,外資及陸資,86679,221137,72580,234204,14099,-13067,201958,353803,72825,284623,129133,69180
2016/9/14,臺指選擇權,CALL,自營商,159850,187439,185163,182989,-25313,4451,75447,446307,121178,465334,-45731,-19027
2016/9/14,臺指選擇權,CALL,投信,0,0,0,0,0,0,2350,1157,2350,1157,0,0
2016/9/14,臺指選擇權,CALL,外資及陸資,41920,91741,37122,83999,4798,7742,113978,564754,67799,350238,46179,214516
2016/9/14,臺指選擇權,PUT,自營商,187423,348426,203422,413461,-15999,-65035,124525,516823,116517,400254,8008,116569
2016/9/14,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/9/14,臺指選擇權,PUT,外資及陸資,61377,154684,58710,149965,2667,4719,191104,348011,73755,300582,117349,47429
2016/9/19,臺指選擇權,CALL,自營商,166131,319401,141011,313081,25120,6320,83515,723251,104062,742849,-20547,-19598
2016/9/19,臺指選擇權,CALL,投信,90,1,90,1,0,0,2440,2006,2440,2006,0,0
2016/9/19,臺指選擇權,CALL,外資及陸資,68307,271269,59941,234376,8366,36893,127032,979203,72476,639816,54556,339387
2016/9/19,臺指選擇權,PUT,自營商,188028,212685,227871,227046,-39843,-14361,127287,182934,159106,170388,-31819,12546
2016/9/19,臺指選擇權,PUT,投信,56,27,0,0,56,27,56,26,0,0,56,26
2016/9/19,臺指選擇權,PUT,外資及陸資,54883,108954,48658,124432,6225,-15478,204574,133376,81012,118329,123562,15047
2016/9/20,臺指選擇權,CALL,自營商,94127,169021,101550,203150,-7423,-34129,86049,688370,113973,738856,-27924,-50486
2016/9/20,臺指選擇權,CALL,投信,0,0,0,0,0,0,2440,1827,2440,1827,0,0
2016/9/20,臺指選擇權,CALL,外資及陸資,36941,114429,36323,117645,618,-3216,122352,923228,67149,602024,55203,321204
2016/9/20,臺指選擇權,PUT,自營商,108716,115482,102704,125462,6012,-9980,140599,184092,166385,181684,-25786,2408
2016/9/20,臺指選擇權,PUT,投信,21,11,56,26,-35,-15,21,11,0,0,21,11
2016/9/20,臺指選擇權,PUT,外資及陸資,32254,62632,32047,71184,207,-8552,204232,138338,80442,133480,123790,4858
2016/9/21,臺指選擇權,CALL,自營商,188047,537281,169020,418264,19027,119017,54007,315948,43344,304052,10663,11896
2016/9/21,臺指選擇權,CALL,投信,100,1,100,1,0,0,890,2161,890,2161,0,0
2016/9/21,臺指選擇權,CALL,外資及陸資,58338,167831,53812,182038,4526,-14208,67838,627050,32418,339999,35420,287051
2016/9/21,臺指選擇權,PUT,自營商,143144,229341,179358,247347,-36214,-18007,56672,114515,57894,133544,-1222,-19029
2016/9/21,臺指選擇權,PUT,投信,36,84,21,10,15,74,36,82,0,0,36,82
2016/9/21,臺指選擇權,PUT,外資及陸資,34875,74589,35772,104216,-897,-29628,58262,128882,43207,152711,15055,-23829
2016/9/22,臺指選擇權,CALL,自營商,107563,195164,97717,186224,9846,8940,73490,330697,53114,303267,20376,27430
2016/9/22,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,1986,890,1986,0,0
2016/9/22,臺指選擇權,CALL,外資及陸資,43037,130098,39521,133578,3516,-3480,73868,621284,34922,339267,38946,282017
2016/9/22,臺指選擇權,PUT,自營商,122814,175560,118457,189393,4357,-13832,75931,121242,72810,141111,3121,-19869
2016/9/22,臺指選擇權,PUT,投信,36,57,24,37,12,20,48,77,0,0,48,77
2016/9/22,臺指選擇權,PUT,外資及陸資,48184,108701,39505,109391,8679,-690,68341,108397,44631,126172,23710,-17775
2016/9/23,臺指選擇權,CALL,自營商,89445,203283,79298,164278,10147,39005,84747,388401,53944,322982,30803,65419
2016/9/23,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,2216,890,2216,0,0
2016/9/23,臺指選擇權,CALL,外資及陸資,29085,103196,28340,101247,745,1949,75049,677216,35307,373426,39742,303790
2016/9/23,臺指選擇權,PUT,自營商,95528,132530,110270,161674,-14742,-29144,75277,101196,86847,133347,-11570,-32151
2016/9/23,臺指選擇權,PUT,投信,33,78,48,54,-15,24,33,78,0,0,33,78
2016/9/23,臺指選擇權,PUT,外資及陸資,30981,71293,26322,70475,4659,818,73234,92184,44859,101455,28375,-9271
2016/9/26,臺指選擇權,CALL,自營商,104042,157200,112224,175495,-8182,-18295,92045,307667,69356,263808,22689,43859
2016/9/26,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,1621,890,1621,0,0
2016/9/26,臺指選擇權,CALL,外資及陸資,32711,81954,30872,90301,1839,-8347,77850,568136,36271,309309,41579,258827
2016/9/26,臺指選擇權,PUT,自營商,108013,167127,104766,184219,3247,-17092,88801,151235,97096,225773,-8295,-74538
2016/9/26,臺指選擇權,PUT,投信,0,0,33,93,-33,-93,0,0,0,0,0,0
2016/9/26,臺指選擇權,PUT,外資及陸資,40234,110860,33358,97728,6876,13133,79334,134205,44098,136659,35236,-2454
2016/9/29,臺指選擇權,CALL,自營商,195350,343449,180745,271203,14605,72246,81153,395508,43554,292202,37599,103306
2016/9/29,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,2116,890,2116,0,0
2016/9/29,臺指選擇權,CALL,外資及陸資,39524,119244,29687,108004,9837,11240,76191,677226,33419,364809,42772,312417
2016/9/29,臺指選擇權,PUT,自營商,192323,225530,230479,278113,-38156,-52583,64727,104954,98619,191814,-33892,-86860
2016/9/29,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/9/29,臺指選擇權,PUT,外資及陸資,43244,102667,33637,96076,9607,6592,79204,114221,43234,100345,35970,13876
2016/9/30,臺指選擇權,CALL,自營商,116336,188574,118988,226931,-2652,-38357,99029,309686,64153,267432,34876,42254
2016/9/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,1511,890,1511,0,0
2016/9/30,臺指選擇權,CALL,外資及陸資,39003,121512,37104,123027,1899,-1515,79744,551588,35093,296817,44651,254771
2016/9/30,臺指選擇權,PUT,自營商,178764,311164,149487,288490,29277,22674,124312,253286,128952,398276,-4640,-144990
2016/9/30,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/9/30,臺指選擇權,PUT,外資及陸資,60977,171586,48357,168837,12620,2750,94456,194268,45820,172177,48636,22091
2016/10/3,臺指選擇權,CALL,自營商,79566,149728,79702,170861,-136,-21133,109150,369931,74446,347843,34704,22088
2016/10/3,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,1821,890,1821,0,0
2016/10/3,臺指選擇權,CALL,外資及陸資,30932,92788,31286,97186,-354,-4397,79681,618601,35368,338785,44313,279816
2016/10/3,臺指選擇權,PUT,自營商,117526,144655,116180,163071,1346,-18416,138979,189350,142317,298143,-3338,-108793
2016/10/3,臺指選擇權,PUT,投信,0,0,0,0,0,0,0,0,0,0,0,0
2016/10/3,臺指選擇權,PUT,外資及陸資,33712,80785,33712,86694,0,-5908,96111,153327,47471,139945,48640,13382
2016/10/4,臺指選擇權,CALL,自營商,93912,181827,79442,160238,14470,21589,124730,443006,75597,395612,49133,47394
2016/10/4,臺指選擇權,CALL,投信,0,0,0,0,0,0,890,2116,890,2116,0,0
